rental_id,rental_date,return_date,first_name,last_name,district,postal_code,city,country,amount
7459,"2005-07-27 18:40:20","2005-08-02 21:07:20",patricia,johnson,california,17886,"san bernardino","united states",5.99
8230,"2005-07-29 00:12:59","2005-08-06 19:52:59",patricia,johnson,california,17886,"san bernardino","united states",5.99
8598,"2005-07-29 12:56:59","2005-08-01 08:39:59",patricia,johnson,california,17886,"san bernardino","united states",2.99
8705,"2005-07-29 17:14:29","2005-08-02 16:01:29",patricia,johnson,california,17886,"san bernardino","united states",5.99
9031,"2005-07-30 06:06:10","2005-08-04 10:45:10",patricia,johnson,california,17886,"san bernardino","united states",4.99
9236,"2005-07-30 13:47:43","2005-08-08 18:52:43",patricia,johnson,california,17886,"san bernardino","united states",10.99
9248,"2005-07-30 14:14:11","2005-08-05 11:19:11",patricia,johnson,california,17886,"san bernardino","united states",0.99
9296,"2005-07-30 16:21:13","2005-08-08 11:57:13",patricia,johnson,california,17886,"san bernardino","united states",6.99
9465,"2005-07-30 22:39:53","2005-08-06 16:43:53",patricia,johnson,california,17886,"san bernardino","united states",6.99
10136,"2005-07-31 21:58:56","2005-08-03 19:44:56",patricia,johnson,california,17886,"san bernardino","united states",2.99
10466,"2005-08-01 09:45:26","2005-08-06 06:28:26",patricia,johnson,california,17886,"san bernardino","united states",0.99
10918,"2005-08-02 02:10:56","2005-08-02 21:23:56",patricia,johnson,california,17886,"san bernardino","united states",0.99
11087,"2005-08-02 07:41:41","2005-08-10 10:37:41",patricia,johnson,california,17886,"san bernardino","united states",5.99
11177,"2005-08-02 10:43:48","2005-08-10 10:55:48",patricia,johnson,california,17886,"san bernardino","united states",6.99
11256,"2005-08-02 13:44:53","2005-08-04 16:39:53",patricia,johnson,california,17886,"san bernardino","united states",2.99
11614,"2005-08-17 03:52:18","2005-08-20 07:04:18",patricia,johnson,california,17886,"san bernardino","united states",2.99
12963,"2005-08-19 06:26:04","2005-08-23 11:37:04",patricia,johnson,california,17886,"san bernardino","united states",2.99
14475,"2005-08-21 13:24:32","2005-08-27 08:59:32",patricia,johnson,california,17886,"san bernardino","united states",4.99
14743,"2005-08-21 22:41:56","2005-08-29 00:18:56",patricia,johnson,california,17886,"san bernardino","united states",5.99
15145,"2005-08-22 13:53:04","2005-08-31 15:51:04",patricia,johnson,california,17886,"san bernardino","united states",4.99
15907,"2005-08-23 17:39:35","2005-08-25 23:23:35",patricia,johnson,california,17886,"san bernardino","united states",4.99
435,"2005-05-27 17:17:09","2005-06-02 11:20:09",linda,williams,attika,83579,athenai,greece,1.99
830,"2005-05-29 22:43:55","2005-06-01 17:43:55",linda,williams,attika,83579,athenai,greece,2.99
1546,"2005-06-16 01:34:05","2005-06-24 04:27:05",linda,williams,attika,83579,athenai,greece,8.99
1726,"2005-06-16 15:19:10","2005-06-25 11:39:10",linda,williams,attika,83579,athenai,greece,6.99
1911,"2005-06-17 05:15:15","2005-06-24 11:05:15",linda,williams,attika,83579,athenai,greece,6.99
2628,"2005-06-19 08:34:53","2005-06-28 04:19:53",linda,williams,attika,83579,athenai,greece,2.99
4180,"2005-07-07 10:23:25","2005-07-10 13:18:25",linda,williams,attika,83579,athenai,greece,4.99
4725,"2005-07-08 12:47:11","2005-07-15 09:08:11",linda,williams,attika,83579,athenai,greece,4.99
7096,"2005-07-27 04:54:42","2005-08-03 01:42:42",linda,williams,attika,83579,athenai,greece,5.99
7503,"2005-07-27 20:23:12","2005-08-05 18:46:12",linda,williams,attika,83579,athenai,greece,10.99
7703,"2005-07-28 03:59:21","2005-08-05 08:52:21",linda,williams,attika,83579,athenai,greece,7.99
7724,"2005-07-28 04:46:30","2005-08-04 08:41:30",linda,williams,attika,83579,athenai,greece,6.99
7911,"2005-07-28 11:46:45","2005-07-29 07:19:45",linda,williams,attika,83579,athenai,greece,4.99
8086,"2005-07-28 18:17:14","2005-07-30 18:22:14",linda,williams,attika,83579,athenai,greece,4.99
8545,"2005-07-29 11:07:04","2005-08-06 13:30:04",linda,williams,attika,83579,athenai,greece,2.99
9226,"2005-07-30 13:31:20","2005-08-06 16:42:20",linda,williams,attika,83579,athenai,greece,1.99
9443,"2005-07-30 21:45:46","2005-08-05 21:22:46",linda,williams,attika,83579,athenai,greece,3.99
9595,"2005-07-31 03:27:58","2005-08-03 05:58:58",linda,williams,attika,83579,athenai,greece,2.99
9816,"2005-07-31 11:32:58","2005-08-04 17:12:58",linda,williams,attika,83579,athenai,greece,4.99
10597,"2005-08-01 14:19:48","2005-08-08 20:01:48",linda,williams,attika,83579,athenai,greece,5.99
12556,"2005-08-18 14:49:55","2005-08-24 15:20:55",linda,williams,attika,83579,athenai,greece,4.99
13403,"2005-08-19 22:18:07","2005-08-27 19:23:07",linda,williams,attika,83579,athenai,greece,8.99
13610,"2005-08-20 06:14:12","2005-08-26 00:44:12",linda,williams,attika,83579,athenai,greece,2.99
14699,"2005-08-21 20:50:48","2005-08-29 18:08:48",linda,williams,attika,83579,athenai,greece,8.99
15038,"2005-08-22 09:37:27","2005-08-23 14:39:27",linda,williams,attika,83579,athenai,greece,0.99
15619,"2005-08-23 07:10:14","2005-08-26 07:21:14",linda,williams,attika,83579,athenai,greece,2.99
1297,"2005-06-15 09:31:28","2005-06-19 04:33:28",barbara,jones,mandalay,53561,myingyan,myanmar,4.99
1633,"2005-06-16 08:08:40","2005-06-17 11:12:40",barbara,jones,mandalay,53561,myingyan,myanmar,0.99
1707,"2005-06-16 14:01:27","2005-06-18 09:35:27",barbara,jones,mandalay,53561,myingyan,myanmar,2.99
1735,"2005-06-16 15:51:52","2005-06-20 13:27:52",barbara,jones,mandalay,53561,myingyan,myanmar,0.99
2043,"2005-06-17 14:31:12","2005-06-19 11:04:12",barbara,jones,mandalay,53561,myingyan,myanmar,0.99
2642,"2005-06-19 09:39:01","2005-06-25 08:33:01",barbara,jones,mandalay,53561,myingyan,myanmar,5.99
7660,"2005-07-28 02:10:10","2005-07-30 04:29:10",barbara,jones,mandalay,53561,myingyan,myanmar,2.99
7718,"2005-07-28 04:37:59","2005-07-29 09:20:59",barbara,jones,mandalay,53561,myingyan,myanmar,2.99
8741,"2005-07-29 18:44:57","2005-08-03 18:25:57",barbara,jones,mandalay,53561,myingyan,myanmar,3.99
9100,"2005-07-30 08:46:09","2005-08-05 10:34:09",barbara,jones,mandalay,53561,myingyan,myanmar,5.99
9371,"2005-07-30 18:58:00","2005-08-03 15:14:00",barbara,jones,mandalay,53561,myingyan,myanmar,5.99
11069,"2005-08-02 07:09:34","2005-08-08 08:39:34",barbara,jones,mandalay,53561,myingyan,myanmar,0.99
11110,"2005-08-02 08:20:31","2005-08-04 05:06:31",barbara,jones,mandalay,53561,myingyan,myanmar,2.99
11529,"2005-08-17 00:28:01","2005-08-19 04:47:01",barbara,jones,mandalay,53561,myingyan,myanmar,4.99
12151,"2005-08-18 00:14:03","2005-08-18 23:52:03",barbara,jones,mandalay,53561,myingyan,myanmar,2.99
12294,"2005-08-18 05:14:44","2005-08-27 01:32:44",barbara,jones,mandalay,53561,myingyan,myanmar,8.99
12856,"2005-08-19 02:19:13","2005-08-23 07:49:13",barbara,jones,mandalay,53561,myingyan,myanmar,1.99
13704,"2005-08-20 09:32:04","2005-08-23 14:29:04",barbara,jones,mandalay,53561,myingyan,myanmar,2.99
13807,"2005-08-20 12:55:40","2005-08-28 09:06:40",barbara,jones,mandalay,53561,myingyan,myanmar,6.99
14225,"2005-08-21 04:53:37","2005-08-25 23:39:37",barbara,jones,mandalay,53561,myingyan,myanmar,4.99
15147,"2005-08-22 13:58:23","2005-08-28 14:33:23",barbara,jones,mandalay,53561,myingyan,myanmar,2.99
15635,"2005-08-23 07:43:00","2005-08-27 10:47:00",barbara,jones,mandalay,53561,myingyan,myanmar,1.99
731,"2005-05-29 07:25:16","2005-05-30 05:21:16",elizabeth,brown,nantou,42399,nantou,taiwan,0.99
1085,"2005-05-31 11:15:43","2005-06-07 12:02:43",elizabeth,brown,nantou,42399,nantou,taiwan,6.99
1142,"2005-05-31 19:46:38","2005-06-05 14:03:38",elizabeth,brown,nantou,42399,nantou,taiwan,1.99
1502,"2005-06-15 22:03:14","2005-06-23 18:42:14",elizabeth,brown,nantou,42399,nantou,taiwan,3.99
1631,"2005-06-16 08:01:02","2005-06-19 09:04:02",elizabeth,brown,nantou,42399,nantou,taiwan,2.99
2063,"2005-06-17 15:56:53","2005-06-21 14:19:53",elizabeth,brown,nantou,42399,nantou,taiwan,4.99
2570,"2005-06-19 04:20:13","2005-06-25 07:00:13",elizabeth,brown,nantou,42399,nantou,taiwan,2.99
3126,"2005-06-20 18:38:22","2005-06-26 00:00:22",elizabeth,brown,nantou,42399,nantou,taiwan,4.99
3677,"2005-07-06 09:11:58","2005-07-08 10:50:58",elizabeth,brown,nantou,42399,nantou,taiwan,4.99
4889,"2005-07-08 20:04:43","2005-07-13 17:57:43",elizabeth,brown,nantou,42399,nantou,taiwan,2.99
5016,"2005-07-09 01:57:57","2005-07-09 22:07:57",elizabeth,brown,nantou,42399,nantou,taiwan,4.99
5118,"2005-07-09 07:13:52","2005-07-18 05:18:52",elizabeth,brown,nantou,42399,nantou,taiwan,5.99
5156,"2005-07-09 08:51:42","2005-07-15 03:59:42",elizabeth,brown,nantou,42399,nantou,taiwan,1.99
5721,"2005-07-10 11:09:35","2005-07-17 16:41:35",elizabeth,brown,nantou,42399,nantou,taiwan,0.99
6042,"2005-07-11 03:17:04","2005-07-19 07:08:04",elizabeth,brown,nantou,42399,nantou,taiwan,8.99
6663,"2005-07-12 11:27:35","2005-07-21 16:35:35",elizabeth,brown,nantou,42399,nantou,taiwan,3.99
6685,"2005-07-12 12:16:28","2005-07-19 17:03:28",elizabeth,brown,nantou,42399,nantou,taiwan,4.99
7293,"2005-07-27 12:37:28","2005-07-30 15:12:28",elizabeth,brown,nantou,42399,nantou,taiwan,0.99
7652,"2005-07-28 01:50:29","2005-07-30 22:23:29",elizabeth,brown,nantou,42399,nantou,taiwan,0.99
7829,"2005-07-28 08:43:39","2005-08-04 14:33:39",elizabeth,brown,nantou,42399,nantou,taiwan,3.99
8263,"2005-07-29 01:11:23","2005-07-31 01:53:23",elizabeth,brown,nantou,42399,nantou,taiwan,2.99
8978,"2005-07-30 04:14:28","2005-08-06 09:08:28",elizabeth,brown,nantou,42399,nantou,taiwan,1.99
9493,"2005-07-30 23:52:30","2005-08-08 05:22:30",elizabeth,brown,nantou,42399,nantou,taiwan,4.99
9888,"2005-07-31 14:00:53","2005-08-08 18:51:53",elizabeth,brown,nantou,42399,nantou,taiwan,3.99
10609,"2005-08-01 14:48:45","2005-08-04 13:41:45",elizabeth,brown,nantou,42399,nantou,taiwan,4.99
10625,"2005-08-01 15:27:10","2005-08-02 13:16:10",elizabeth,brown,nantou,42399,nantou,taiwan,0.99
11001,"2005-08-02 04:56:45","2005-08-11 08:04:45",elizabeth,brown,nantou,42399,nantou,taiwan,4.99
11179,"2005-08-02 10:50:06","2005-08-04 05:24:06",elizabeth,brown,nantou,42399,nantou,taiwan,4.99
11930,"2005-08-17 16:28:53","2005-08-25 10:31:53",elizabeth,brown,nantou,42399,nantou,taiwan,3.99
12145,"2005-08-18 00:10:04","2005-08-26 00:51:04",elizabeth,brown,nantou,42399,nantou,taiwan,9.99
12797,"2005-08-19 00:24:08","2005-08-21 22:53:08",elizabeth,brown,nantou,42399,nantou,taiwan,2.99
13063,"2005-08-19 09:45:41","2005-08-24 09:11:41",elizabeth,brown,nantou,42399,nantou,taiwan,1.99
13877,"2005-08-20 15:16:18","2005-08-22 18:20:18",elizabeth,brown,nantou,42399,nantou,taiwan,0.99
14053,"2005-08-20 22:13:59","2005-08-26 20:50:59",elizabeth,brown,nantou,42399,nantou,taiwan,6.99
14430,"2005-08-21 11:31:11","2005-08-26 06:29:11",elizabeth,brown,nantou,42399,nantou,taiwan,6.99
14494,"2005-08-21 14:02:50","2005-08-22 16:45:50",elizabeth,brown,nantou,42399,nantou,taiwan,2.99
15232,"2005-08-22 17:37:02","2005-08-25 18:45:02",elizabeth,brown,nantou,42399,nantou,taiwan,0.99
57,"2005-05-25 08:43:32","2005-05-29 06:42:32",jennifer,davis,texas,18743,laredo,"united states",4.99
577,"2005-05-28 11:09:14","2005-06-01 13:27:14",jennifer,davis,texas,18743,laredo,"united states",2.99
916,"2005-05-30 11:25:01","2005-05-31 09:06:01",jennifer,davis,texas,18743,laredo,"united states",0.99
1575,"2005-06-16 03:41:38","2005-06-22 03:01:38",jennifer,davis,texas,18743,laredo,"united states",3.99
1841,"2005-06-16 23:44:13","2005-06-22 04:09:13",jennifer,davis,texas,18743,laredo,"united states",2.99
1966,"2005-06-17 09:19:45","2005-06-20 11:19:45",jennifer,davis,texas,18743,laredo,"united states",0.99
2345,"2005-06-18 12:03:23","2005-06-22 14:25:23",jennifer,davis,texas,18743,laredo,"united states",0.99
3983,"2005-07-06 23:14:21","2005-07-12 17:55:21",jennifer,davis,texas,18743,laredo,"united states",0.99
4278,"2005-07-07 14:53:24","2005-07-13 14:21:24",jennifer,davis,texas,18743,laredo,"united states",2.99
5553,"2005-07-10 03:03:35","2005-07-14 07:49:35",jennifer,davis,texas,18743,laredo,"united states",0.99
6211,"2005-07-11 12:39:01","2005-07-20 15:59:01",jennifer,davis,texas,18743,laredo,"united states",5.99
6248,"2005-07-11 15:01:54","2005-07-19 16:58:54",jennifer,davis,texas,18743,laredo,"united states",7.99
6686,"2005-07-12 12:18:38","2005-07-13 17:56:38",jennifer,davis,texas,18743,laredo,"united states",0.99
7099,"2005-07-27 05:03:44","2005-07-29 00:12:44",jennifer,davis,texas,18743,laredo,"united states",2.99
7136,"2005-07-27 06:38:25","2005-08-03 05:13:25",jennifer,davis,texas,18743,laredo,"united states",2.99
8101,"2005-07-28 18:47:23","2005-07-31 16:23:23",jennifer,davis,texas,18743,laredo,"united states",0.99
10271,"2005-08-01 03:13:39","2005-08-07 23:40:39",jennifer,davis,texas,18743,laredo,"united states",2.99
11023,"2005-08-02 05:36:38","2005-08-10 05:39:38",jennifer,davis,texas,18743,laredo,"united states",2.99
11398,"2005-08-02 18:55:15","2005-08-10 19:50:15",jennifer,davis,texas,18743,laredo,"united states",3.99
11591,"2005-08-17 02:29:41","2005-08-23 20:47:41",jennifer,davis,texas,18743,laredo,"united states",6.99
11727,"2005-08-17 08:12:20","2005-08-19 12:45:20",jennifer,davis,texas,18743,laredo,"united states",0.99
11853,"2005-08-17 13:39:32","2005-08-23 18:44:32",jennifer,davis,texas,18743,laredo,"united states",0.99
12254,"2005-08-18 04:05:29","2005-08-23 04:17:29",jennifer,davis,texas,18743,laredo,"united states",2.99
13451,"2005-08-20 00:18:25","2005-08-29 01:08:25",jennifer,davis,texas,18743,laredo,"united states",6.99
14329,"2005-08-21 08:22:56","2005-08-28 02:22:56",jennifer,davis,texas,18743,laredo,"united states",7.99
14377,"2005-08-21 09:49:28","2005-08-29 13:34:28",jennifer,davis,texas,18743,laredo,"united states",4.99
15509,"2005-08-23 02:51:24","2005-08-31 06:21:24",jennifer,davis,texas,18743,laredo,"united states",5.99
15603,"2005-08-23 06:41:32","2005-08-28 08:51:32",jennifer,davis,texas,18743,laredo,"united states",0.99
46,"2005-05-25 06:04:08","2005-06-02 08:18:08",maria,miller,"central serbia",93896,kragujevac,yugoslavia,5.99
117,"2005-05-25 19:30:46","2005-05-31 23:59:46",maria,miller,"central serbia",93896,kragujevac,yugoslavia,0.99
748,"2005-05-29 09:27:00","2005-06-03 04:25:00",maria,miller,"central serbia",93896,kragujevac,yugoslavia,2.99
975,"2005-05-30 21:07:15","2005-06-03 01:48:15",maria,miller,"central serbia",93896,kragujevac,yugoslavia,4.99
1063,"2005-05-31 08:44:29","2005-06-09 08:00:29",maria,miller,"central serbia",93896,kragujevac,yugoslavia,5.99
1810,"2005-06-16 21:06:00","2005-06-21 21:24:00",maria,miller,"central serbia",93896,kragujevac,yugoslavia,0.99
2250,"2005-06-18 05:03:36","2005-06-22 02:25:36",maria,miller,"central serbia",93896,kragujevac,yugoslavia,2.99
2709,"2005-06-19 14:00:26","2005-06-23 14:56:26",maria,miller,"central serbia",93896,kragujevac,yugoslavia,0.99
2888,"2005-06-20 01:50:56","2005-06-22 05:05:56",maria,miller,"central serbia",93896,kragujevac,yugoslavia,4.99
3007,"2005-06-20 10:11:53","2005-06-25 04:51:53",maria,miller,"central serbia",93896,kragujevac,yugoslavia,0.99
3639,"2005-07-06 07:09:17","2005-07-15 05:12:17",maria,miller,"central serbia",93896,kragujevac,yugoslavia,5.99
4238,"2005-07-07 13:22:20","2005-07-10 07:44:20",maria,miller,"central serbia",93896,kragujevac,yugoslavia,2.99
4787,"2005-07-08 16:16:04","2005-07-14 18:02:04",maria,miller,"central serbia",93896,kragujevac,yugoslavia,5.99
4856,"2005-07-08 18:47:38","2005-07-13 15:02:38",maria,miller,"central serbia",93896,kragujevac,yugoslavia,4.99
5441,"2005-07-09 21:52:05","2005-07-17 02:54:05",maria,miller,"central serbia",93896,kragujevac,yugoslavia,8.99
5921,"2005-07-10 21:35:12","2005-07-18 19:59:12",maria,miller,"central serbia",93896,kragujevac,yugoslavia,7.99
6174,"2005-07-11 10:36:28","2005-07-18 16:19:28",maria,miller,"central serbia",93896,kragujevac,yugoslavia,1.99
6295,"2005-07-11 17:30:58","2005-07-15 15:50:58",maria,miller,"central serbia",93896,kragujevac,yugoslavia,2.99
6761,"2005-07-12 15:17:42","2005-07-18 17:59:42",maria,miller,"central serbia",93896,kragujevac,yugoslavia,3.99
8422,"2005-07-29 07:02:55","2005-08-03 12:35:55",maria,miller,"central serbia",93896,kragujevac,yugoslavia,5.99
9624,"2005-07-31 04:30:03","2005-08-06 09:13:03",maria,miller,"central serbia",93896,kragujevac,yugoslavia,7.99
10330,"2005-08-01 04:57:04","2005-08-07 23:00:04",maria,miller,"central serbia",93896,kragujevac,yugoslavia,6.99
10423,"2005-08-01 08:19:53","2005-08-08 10:25:53",maria,miller,"central serbia",93896,kragujevac,yugoslavia,5.99
10514,"2005-08-01 11:39:26","2005-08-03 07:53:26",maria,miller,"central serbia",93896,kragujevac,yugoslavia,4.99
10644,"2005-08-01 15:52:00","2005-08-08 16:08:00",maria,miller,"central serbia",93896,kragujevac,yugoslavia,4.99
10989,"2005-08-02 04:40:54","2005-08-09 03:39:54",maria,miller,"central serbia",93896,kragujevac,yugoslavia,3.99
11542,"2005-08-17 00:51:32","2005-08-24 20:29:32",maria,miller,"central serbia",93896,kragujevac,yugoslavia,7.99
12367,"2005-08-18 07:57:14","2005-08-27 07:07:14",maria,miller,"central serbia",93896,kragujevac,yugoslavia,8.99
12730,"2005-08-18 21:55:01","2005-08-22 01:23:01",maria,miller,"central serbia",93896,kragujevac,yugoslavia,2.99
13373,"2005-08-19 21:23:31","2005-08-25 22:38:31",maria,miller,"central serbia",93896,kragujevac,yugoslavia,2.99
13476,"2005-08-20 01:06:04","2005-08-24 23:56:04",maria,miller,"central serbia",93896,kragujevac,yugoslavia,2.99
13594,"2005-08-20 05:53:31","2005-08-23 09:01:31",maria,miller,"central serbia",93896,kragujevac,yugoslavia,0.99
14222,"2005-08-21 04:49:48","2005-08-25 05:34:48",maria,miller,"central serbia",93896,kragujevac,yugoslavia,5.99
866,"2005-05-30 03:43:54","2005-06-08 04:28:54",susan,wilson,hamilton,77948,hamilton,"new zealand",6.99
1305,"2005-06-15 09:59:16","2005-06-19 09:48:16",susan,wilson,hamilton,77948,hamilton,"new zealand",2.99
2095,"2005-06-17 18:21:35","2005-06-23 23:49:35",susan,wilson,hamilton,77948,hamilton,"new zealand",5.99
3114,"2005-06-20 17:57:47","2005-06-21 19:18:47",susan,wilson,hamilton,77948,hamilton,"new zealand",4.99
3475,"2005-07-05 23:01:21","2005-07-13 23:07:21",susan,wilson,hamilton,77948,hamilton,"new zealand",5.99
4003,"2005-07-07 00:09:02","2005-07-08 04:27:02",susan,wilson,hamilton,77948,hamilton,"new zealand",0.99
4175,"2005-07-07 10:02:03","2005-07-10 06:09:03",susan,wilson,hamilton,77948,hamilton,"new zealand",2.99
4409,"2005-07-07 21:47:29","2005-07-11 20:14:29",susan,wilson,hamilton,77948,hamilton,"new zealand",3.99
4503,"2005-07-08 02:17:12","2005-07-13 08:12:12",susan,wilson,hamilton,77948,hamilton,"new zealand",3.99
5300,"2005-07-09 15:40:46","2005-07-15 13:46:46",susan,wilson,hamilton,77948,hamilton,"new zealand",2.99
5341,"2005-07-09 17:13:23","2005-07-14 18:11:23",susan,wilson,hamilton,77948,hamilton,"new zealand",2.99
6375,"2005-07-11 21:39:46","2005-07-18 02:12:46",susan,wilson,hamilton,77948,hamilton,"new zealand",4.99
6647,"2005-07-12 10:43:53","2005-07-14 05:37:53",susan,wilson,hamilton,77948,hamilton,"new zealand",0.99
8809,"2005-07-29 21:42:49","2005-08-04 01:13:49",susan,wilson,hamilton,77948,hamilton,"new zealand",1.99
9629,"2005-07-31 04:54:43","2005-08-02 08:36:43",susan,wilson,hamilton,77948,hamilton,"new zealand",2.99
10141,"2005-07-31 22:08:29","2005-08-06 16:59:29",susan,wilson,hamilton,77948,hamilton,"new zealand",0.99
10561,"2005-08-01 13:05:35","2005-08-04 08:34:35",susan,wilson,hamilton,77948,hamilton,"new zealand",2.99
11232,"2005-08-02 13:04:12","2005-08-10 15:39:12",susan,wilson,hamilton,77948,hamilton,"new zealand",9.99
11284,"2005-08-02 14:42:45","2005-08-04 11:55:45",susan,wilson,hamilton,77948,hamilton,"new zealand",2.99
12613,"2005-08-18 17:16:01","2005-08-23 18:40:01",susan,wilson,hamilton,77948,hamilton,"new zealand",2.99
14114,"2005-08-21 01:07:11","2005-08-24 20:33:11",susan,wilson,hamilton,77948,hamilton,"new zealand",0.99
15374,"2005-08-22 22:09:09","2005-08-31 01:10:09",susan,wilson,hamilton,77948,hamilton,"new zealand",7.99
15764,"2005-08-23 13:05:10","2005-08-25 16:15:10",susan,wilson,hamilton,77948,hamilton,"new zealand",2.99
15805,"2005-08-23 14:31:19","2005-08-25 19:01:19",susan,wilson,hamilton,77948,hamilton,"new zealand",4.99
350,"2005-05-27 05:01:28","2005-06-04 05:01:28",margaret,moore,masqat,45844,masqat,oman,4.99
877,"2005-05-30 05:48:59","2005-06-02 09:30:59",margaret,moore,masqat,45844,masqat,oman,0.99
1075,"2005-05-31 10:13:34","2005-06-09 08:11:34",margaret,moore,masqat,45844,masqat,oman,4.99
3142,"2005-06-20 19:59:28","2005-06-28 19:51:28",margaret,moore,masqat,45844,masqat,oman,7.99
3262,"2005-06-21 04:08:43","2005-06-28 02:55:43",margaret,moore,masqat,45844,masqat,oman,4.99
4454,"2005-07-07 23:37:00","2005-07-11 02:30:00",margaret,moore,masqat,45844,masqat,oman,2.99
4748,"2005-07-08 13:59:38","2005-07-15 16:51:38",margaret,moore,masqat,45844,masqat,oman,0.99
4796,"2005-07-08 16:35:44","2005-07-13 11:08:44",margaret,moore,masqat,45844,masqat,oman,1.99
5659,"2005-07-10 07:45:40","2005-07-15 05:20:40",margaret,moore,masqat,45844,masqat,oman,2.99
6019,"2005-07-11 02:08:29","2005-07-13 02:19:29",margaret,moore,masqat,45844,masqat,oman,4.99
6165,"2005-07-11 10:17:29","2005-07-17 07:27:29",margaret,moore,masqat,45844,masqat,oman,5.99
7616,"2005-07-28 00:15:26","2005-07-30 21:52:26",margaret,moore,masqat,45844,masqat,oman,0.99
